Time	Device name	Chip Time()	Angle X(°)	Device 2	Angle 2
12:16:15 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.238	fe:77:90:13:0e:6b	-11.64
12:16:15 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.287	fe:77:90:13:0e:6b	-11.519
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.298	fe:77:90:13:0e:6b	-11.354
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.325	fe:77:90:13:0e:6b	-12.068
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.369	fe:77:90:13:0e:6b	-14.782
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.397	fe:77:90:13:0e:6b	-18.386
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.413	fe:77:90:13:0e:6b	-21.72
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.485	fe:77:90:13:0e:6b	-24.917
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.501	fe:77:90:13:0e:6b	-27.889
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.518	fe:77:90:13:0e:6b	-31.091
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.534	fe:77:90:13:0e:6b	-33.871
12:16:16 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.551	fe:77:90:13:0e:6b	-36.343
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.589	fe:77:90:13:0e:6b	-38.15
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.644	fe:77:90:13:0e:6b	-38.848
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.655	fe:77:90:13:0e:6b	-39.155
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.682	fe:77:90:13:0e:6b	-39.001
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.699	fe:77:90:13:0e:6b	-38.886
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.704	fe:77:90:13:0e:6b	-38.859
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.644	fe:77:90:13:0e:6b	-38.776
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.595	fe:77:90:13:0e:6b	-38.551
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.682	fe:77:90:13:0e:6b	-38.573
12:16:17 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.688	fe:77:90:13:0e:6b	-38.573
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.699	fe:77:90:13:0e:6b	-38.573
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.71	fe:77:90:13:0e:6b	-38.584
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.726	fe:77:90:13:0e:6b	-38.589
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.732	fe:77:90:13:0e:6b	-38.589
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.732	fe:77:90:13:0e:6b	-38.589
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.743	fe:77:90:13:0e:6b	-38.584
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.754	fe:77:90:13:0e:6b	-38.584
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.765	fe:77:90:13:0e:6b	-38.606
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-17.084	fe:77:90:13:0e:6b	-37.7
12:16:18 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-15.568	fe:77:90:13:0e:6b	-35.239
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-13.667	fe:77:90:13:0e:6b	-31.729
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-11.431	fe:77:90:13:0e:6b	-26.96
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-8.784	fe:77:90:13:0e:6b	-21.467
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-6.026	fe:77:90:13:0e:6b	-16.293
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-3.56	fe:77:90:13:0e:6b	-11.728
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	-1.467	fe:77:90:13:0e:6b	-8.185
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	0.06	fe:77:90:13:0e:6b	-5.131
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.318	fe:77:90:13:0e:6b	-2.373
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.34	fe:77:90:13:0e:6b	0.187
12:16:19 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	3.252	fe:77:90:13:0e:6b	1.659
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	3.554	fe:77:90:13:0e:6b	1.956
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	3.23	fe:77:90:13:0e:6b	1.56
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	3.329	fe:77:90:13:0e:6b	0.676
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	3.115	fe:77:90:13:0e:6b	1.203
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	3.087	fe:77:90:13:0e:6b	2.043
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	3.021	fe:77:90:13:0e:6b	2.747
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.692	fe:77:90:13:0e:6b	2.62
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.461	fe:77:90:13:0e:6b	2.291
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.417	fe:77:90:13:0e:6b	1.84
12:16:20 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.291	fe:77:90:13:0e:6b	1.736
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.296	fe:77:90:13:0e:6b	1.818
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.296	fe:77:90:13:0e:6b	1.741
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.115	fe:77:90:13:0e:6b	2.131
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.12	fe:77:90:13:0e:6b	1.967
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.159	fe:77:90:13:0e:6b	1.945
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.159	fe:77:90:13:0e:6b	1.78
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.098	fe:77:90:13:0e:6b	1.626
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	2.01	fe:77:90:13:0e:6b	1.445
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.917	fe:77:90:13:0e:6b	1.296
12:16:21 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.846	fe:77:90:13:0e:6b	1.093
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.774	fe:77:90:13:0e:6b	1.417
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.774	fe:77:90:13:0e:6b	1.5
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.763	fe:77:90:13:0e:6b	1.203
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.692	fe:77:90:13:0e:6b	0.906
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.637	fe:77:90:13:0e:6b	0.934
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.593	fe:77:90:13:0e:6b	0.61
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.555	fe:77:90:13:0e:6b	0.549
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.555	fe:77:90:13:0e:6b	0.483
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.549	fe:77:90:13:0e:6b	0.417
12:16:22 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.549	fe:77:90:13:0e:6b	0.357
12:16:23 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.544	fe:77:90:13:0e:6b	0.297
12:16:23 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.39	fe:77:90:13:0e:6b	0.253
12:16:23 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.285	fe:77:90:13:0e:6b	0.192
12:16:23 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.274	fe:77:90:13:0e:6b	0.126
12:16:23 PM	cd:75:20:e1:ef:ef	1/1/2015 0:09	1.247		
	fe:77:90:13:0e:6b	1/1/2015 0:08	0.269		
12:15:51 PM	fe:77:90:13:0e:6b	1/1/2015 0:08	0.115		
12:15:51 PM	fe:77:90:13:0e:6b	1/1/2015 0:08	0.088		
12:15:51 PM	fe:77:90:13:0e:6b	1/1/2015 0:08	0.077		
12:15:51 PM	fe:77:90:13:0e:6b	1/1/2015 0:08	0.06		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.038		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.005		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-0.027		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-0.066		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-0.099		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-0.132		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-0.159		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-0.209		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-0.72		
12:15:52 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-1.56		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-3.093		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-5.317		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-7.773		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-10.069		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-11.761		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-14.288		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-16.534		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-18.506		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.825		
12:15:53 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.424		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.786		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.572		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.638		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.687		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.27		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.379		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.511		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.578		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-18.946		
12:15:54 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-18.594		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.341		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.402		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.863		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.901		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.154		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.528		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.896		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.819		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.775		
12:15:55 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.643		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.297		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.896		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-23.868		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-25.67		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.35		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-28.229		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-28.471		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.092		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.136		
12:15:56 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.174		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.213		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.24		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.262		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.279		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.306		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.328		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.355		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.377		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.394		
12:15:57 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.41		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.427		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-29.685		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-30.959		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-32.525		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-33.777		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-34.788		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-35.277		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-36.008		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-36.491		
12:15:58 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-36.887		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-36.936		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-36.974		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.002		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.035		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.062		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.079		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.205		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.744		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.04		
12:15:59 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.106		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.139		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.156		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.161		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.172		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.172		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.156		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.139		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.128		
12:16:00 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.123		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.117		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.101		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.095		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.101		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.414		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.068		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.15		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.793		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.793		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.337		
12:16:01 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.479		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.496		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.507		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.518		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.518		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.523		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.128		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.496		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-35.321		
12:16:02 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-32.888		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-30.157		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.136		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-24.044		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.187		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-18.155		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-15.062		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-12.393		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-10.865		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-9.608		
12:16:03 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-8.295		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-7.322		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-6.416		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-4.219		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-2.834		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-2.071		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-1.895		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-2.45		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-2.604		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-3.527		
12:16:04 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-5.867		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-9.097		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-13.563		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.265		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.561		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.846		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.516		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.236		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.747		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.05		
12:16:05 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.929		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.159		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.094		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.115		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.148		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.951		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.39		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.962		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.929		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.94		
12:16:06 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.962		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.978		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.011		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.033		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.055		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.83		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-23.049		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-23.747		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-24.423		
12:16:07 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-25.741		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.339		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.68		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.85		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.9		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.933		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.96		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-28.004		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-28.043		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.263		
12:16:08 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-24.977		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.682		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-18.364		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-15.436		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-12.585		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-10.063		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-7.405		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-4.938		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-3.197		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-2.626		
12:16:09 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-3.093		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-3.461		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-4.444		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-6.597		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-8.531		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-10.058		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-11.646		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-13.304		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-15.035		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-16.628		
12:16:10 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.029		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.309		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.38		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-16.919		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-16.87		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.463		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.512		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.551		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.584		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.611		
12:16:11 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.633		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.661		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.699		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.726		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.737		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-17.952		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-18.386		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.056		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.523		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.55		
12:16:12 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.578		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.605		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.622		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.638		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.649		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.66		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.671		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.682		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.688		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-19.753		
12:16:13 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.281		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.88		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.857		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.78		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.961		
