Time,Device name,Chip Time(),Angle X(°)
 12:00:53.345,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.265, 0.297,
 12:00:53.371,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:50.540, -1.582,
 12:00:53.405,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.265, 0.302,
 12:00:53.491,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:50.540, -1.588,
 12:00:53.525,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.265, 0.297,
 12:00:53.551,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:50.540, -1.604,
 12:00:53.616,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.265, 0.28,
 12:00:53.671,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:50.540, -1.615,
 12:00:53.761,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:50.900, -1.604,
 12:00:53.766,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.680, 0.209,
 12:00:53.826,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.680, -0.121,
 12:00:53.882,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:50.900, -1.835,
 12:00:53.971,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:50.900, -2.274,
 12:00:53.975,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.680, -0.439,
 12:00:54.036,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.680, -0.84,
 12:00:54.091,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:51.285, -2.351,
 12:00:54.157,cd:75:20:e1:ef:ef, 2015-01-01 00:15:52.680, -1.044,
 12:00:54.181,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:51.285, -2.406,
 12:00:54.216,cd:75:20:e1:ef:ef, 2015-01-01 00:15:53.125, -1.45,
 12:00:54.301,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:51.285, -2.549,
 12:00:54.336,cd:75:20:e1:ef:ef, 2015-01-01 00:15:53.125, -1.912,
 12:00:54.361,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:51.285, -2.955,
 12:00:54.426,cd:75:20:e1:ef:ef, 2015-01-01 00:15:53.125, -2.252,
 12:00:54.481,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:51.285, -3.62,
 12:00:54.545,cd:75:20:e1:ef:ef, 2015-01-01 00:15:53.485, -2.021,
 12:00:54.571,ea:e4:fd:d7:dc:2a, 2015-01-01 00:15:51.705, -3.246,
 12:00:54.637,cd:75:20:e1:ef:ef, 2015-01-01 00:15:53.485, -1.961,
